b'1.',"b'The Law of Contract (Amendment) Bill, 2019'",b'Waititu Francis Munyua',b'No. 1 of 2019',b'28/01/19',b'10/02/19',b'3',b'13/02/19',b'26/6/20193/7/2019Committee on 18/09/19',b'18/09/19',b'Passed',b'-'
b'43',"b'The National Cohesion and Integration (Amendment) Bill, 2012'","b'Njoroge Baiya, Member of Parliament.'",b'21/08/2012',b'03/09/2012',b'97',b'11/09/2012',b'26/09/2012',b'-02/10/2012',b'-'
b'44',"b'The Evictions and Resettlement Procedures Bill, 2012'","b'Shakeel A. Shabbir, Member of Parliament.'",b'21/06/2012',b'04/07/2012',b'98',b'12/09/2012',b'-',b'-',b'-'
b'45',"b'The Engineering Technologists and Technicians Bill, 2012 '","b'Julius Kones, Member of Parliament.'",b'18/07/2012',b'03/07/2012',b'103',b'-',b'-',b'-',b'-'
b'46',"b'The Elections (Amendment) Bill, 2012'","b'A. H. Mohamed, Member of Parliament.'",b'03/09/2012',b'17/09/2012',b'106',b'05/09/2012',b'05/09/2012',b'05/09/2012',b'-'
b'47',"b'The Truth, Justice and Reconciliation (Amendment) Bill, 2012'","b'Eugene Wamalwa, Minister for Justice, National Cohesion and Constitutional Affairs'",b'30/08/2012',b'11/09/2012',b'107',b'03/10/2012',b'20/11/2012',b'27/11/2012',b'-'
b'48',"b'The Human Resource Management Professionals Bill, 2012'","b'David Eseli Simiyu, Member of Parliament'",b'23/05/2012',b'05/06/2012',b'108',b'26/09/2012',b'28/11/2012',b'05/12/2012',b'-'
b'49',"b'The Public Procurement and Disposal (Amendment) Bill, 2012'","b'John Olago Aluoch, Member of Parliament'",b'25/07/2012',b'07/08/2012',b'\xc2\xa0109',b'03/10/2012',b'-',b'-',b'-'
b'50',"b'The Kenya National Examinations Council Bill, 2012'","b'Mutula Kilonzo, Minister for Education'",b'06/09/2012',b'18/09/2012',b'110',b'26/09/2012',b'02/10/2012',b'09/10/2012',b'-'
b'51',"b'The Basic Education Bill, 2012'","b'Mutula Kilonzo, Minister for Education'",b'06/09/2012',b'19/09/2012',b'111',b'26/09/201',b'10/10/2012',b'06/12/201211/12/2012',b'-'
b'52',"b'The Mental Health Care Bill, 2012'","b'Joseph Lekuton, Member of Parliament'",b'24/07/2012',b'06/08/2012',b'115',b'03/10/2012',b'-',b'-',b'-'
b'53',"b'The Industrial Training (Amendment) Bill, 2012'","b'Joshua Kutuny, Member of Parliament'",b'22/08/2012',b'04/09/2012',b'116',b'03/10/2012',b'-',b'-',b'-'
b'54',"b'The National Honours Bill, 2012'","b'Adan Kenyan, Member of Parliament'",b'27/08/2012',b'10/09/2012',b'117',b'03/10/2012',b'-',b'-',b'-'
b'55',"b'The Universities Bill, 2012'","b'Margaret J Kamar, Minister for Higher Education, Science and Technology'",b'11/09/2012',b'25/09/2012',b'121',b'10/10/2012',b'20/11/201221/11/2012',b'05/12/2012',b'-'
b'56',"b'The Science, Technology and Innovation Bill, 2012'","b'Margaret J Kamar, Minister for Higher Education, Science and Technology'",b'11/09/2012',b'25/09/2012',b'122',b'10/10/2012',b'28/11/201204/12/2012',b'-',b'-'
b'57',"b'The Technical and Vocational Education and Training Bill, 2012'","b'Margaret J Kamar, Minister for Higher Education, Science and Technology'",b'11/09/2012',b'25/09/2012',b'123',b'10/10/2012',b'18/12/201220/12/2012',b'-',b'-'
b'58',"b'The Vetting of Judges and Magistrates (Amendment) Bill, 2012'","b'Eugene Wamalwa, Minister for Justice, National Cohesion and Constitutional Affairs'",b'18/09/2012',b'02/10/2012',b'124',b'11/10/2012',b'20/11/2012',b'-',b'-'
b'59',"b'The Crops Bill, 2012'","b'Sally Kosgei, Minister for Agriculture'",b'10/09/2012',b'24/09/2012',b'125',b'11/10/2012',b'28/11/2012',b'13/12/2012',b'-'
b'60',"b'The Kenya Agricultural Research Bill, 2012'","b'Sally Kosgei, Minister for Agriculture'",b'10/09/2012',b'24/09/2012',b'126',b'11/10/2012',b'28/11/2012',b'11/12/2012',b'-'
b'61',"b'The Agriculture, Livestock, Fisheries and Food Authority Bill, 2012'","b'Sally Kosgei, Minister for Agriculture'",b'10/09/2012',b'24/09/2012',b'127',b'11/10/2012',b'21/11/201222/11/2012',b'06/12/201213/12/201218/12/2012',b'-'
b'62',"b'The Elections (Amendment)(No 2) Bill, 2012'","b'Isaac Ruto, Member of Parliament'",b'25/09/2012',b'-',b'128',b'29/11/2012',b'04/12/2012',b'06/12/2012 13/12/2012',b'-'
b'64',"b'The Kenya Institute of Curriculum Development Bill, 2012'","b'Mutula Kilonzo, Minister for Education'",b'01/10/2012',b'15/10/2012',b'145',b'20/11/2012',b'11/12/2012',b'27/12/2012',b'-'
b'65',"b'The Victim Protection Bill, 2012'","b'Millie Odhiambo-Mabona, Member of Parliament'",b'05/09/2012',b'18/09/2012',b'156',b'19/12/2012',b'-',b'-',b'-'
b'66',"b'The National Cohesion and Integration (Amendment) Bill, 2012'","b'Eugene Wamalwa, Minister for Justice, National Cohesion and Constitutional Affairs'",b'30/08/2012',b'12/09/2012',b'157',b'-',b'-',b'-',b'-'
b'67',"b'The Kenya Heroes Bill, 2012'","b'William ole Ntimama, Minister of State for National Heritage and Culture'",b'16/10/2012',b'29/10/2012',b'158',b'-',b'-',b'-',b'-'
b'68',"b'The Office of the Attorney-General Bill, 2012'","b'Githu Muigai, Attorney-General'",b'01/11/2012',b'15/11/2012',b'165',b'27/11/2012',b'11/12/2012',b'18/12/2012',b'-'
b'69',"b'The Nairobi Centre for International Arbitration Bill, 2012'","b'Githu Muigai, Attorney-General'",b'01/11/2012',b'15/11/2012',b'166',b'04/12/2012',b'-',b'-',b'-'
b'71',"b'The Insolvency Bill, 2012'","b'Githu Muigai, Attorney-General'",b'09/11/2012',b'23/11/2012',b'168',b'-',b'-',b'-',b'-'
b'72',"b'The Election Campaign Financing Bill, 2012'","b'Eugene Wamalwa, Minister for Justice, National Cohesion and Constitutional Affairs'",b'12/11/2012',b'26/11/2012',b'171',b'29/11/2012',b'-',b'-',b'-'
b'73',"b'The Kenya Law Reform Commission Bill, 2012'","b'Eugene Wamalwa, Minister for Justice, National Cohesion and Constitutional Affairs'",b'12/11/2012',b'26/11/2012',b'172',b'11/12/2012',b'-',b'-',b'-'
b'74',"b'The Matrimonial Property Bill, 2012'","b'Githu Muigai, Attorney-General'",b'09/11/2012',b'22/11/2012',b'175',b'29/11/2012 11/12/2012',b'-',b'-',b'-'
b'75',"b'The Office of the Director of Public Prosecutions Bill, 2012'","b'Githu Muigai, Attorney-General'",b'09/11/2012',b'22/11/2012',b'176',b'27/11/2012',b'11/12/2012',b'18/12/2012',b'-'
b'77',"b'The Marriage Bill, 2012'","b'Githu Muigai, Attorney-General'",b'09/11/2012',b'22/11/2012',b'179',b'18/12/2012',b'-',b'-',b'-'
b'79',"b'The Political Parties (Amendment) Bill, 2012'","b'Jakoyo Midiwo, Member of Parliament'",b'20/11/2012',b'04/12/2012',b'181',b'29/11/2012',b'04/12/2012',b'13/12/2-12',b'-'
b'80',"b'The National Government Co-ordination Bill, 2012'","b'Katoo Ole Metito, Minister of State for Provincial Administration and Internal Security'",b'30/11/2012',b'13/12/2012',b'182',b'06/12/2012',b'-',b'-',b'-'
b'81',"b'The Kenya National Commission for UNESCO Bill, 2012'","b'Mutula Kilonzo, Minister for Education'",b'03/12/2012',b'17/12/2012',b'185',b'19/12/2012',b'-',b'-',b'-'
b'82',"b'The Constituencies Development Fund Bill, 2012'","b'Ekwee Ethuro, Member of Parliament'",b'03/12/2012',b'17/12/2012',b'187',b'19/12/2012',b'19/12/2012',b'20/12/2012',b'-'
b'83',"b'The Civil Aviation Bill, 2012'","b'Amos Kimunya, Minister for Transport'",b'19/11/2012',b'25/12/2012',b'188',b'19/12/2012',b'-',b'-',b'-'
b'85',"b'The County Governments Public Finance Management Transition Bill, 2012'","b'R.N. Githae, Minister for Finance'",b'11/12/2012',b'25/12/2012',b'190',b'19/12/2012',b'20/12/2012',b'-',b'-'
b'86',"b'The Statute Law (Miscellaneous Amendments) (No 2)Bill, 2012'","b'Githu Muigai, Attorney General'",b'05/12/2012',b'19/12/2012',b'191',b'19/12/2012',b'19/12/2012',b'27/12/2012',b'-'
b'87',"b'The Special Economic Zones Bill, 2012'","b'Moses Wetangula, Minister for Trade'",b'10/12/2012',b'24/12/2012',b'194',b'-',b'-',b'-',b'-'
b'88',"b'The Victims of Gross Human Rights Violations (Compensation) Commission Bill, 2012'","b'Mohamed A Affey, Member of Parliament'",b'06/12/2012',b'20/12/2012',b'196',b'-',b'-',b'-',b'-'
b'89',"b'The Poultry Development Bill, 2012'","b'Jeremiah Kioni, Member of Parliament'",b'14/11/2012',b'28/11/2012',b'197',b'-',b'-',b'-',b'-'
b'90',"b'The Presidential Retirement Benefits Amendment) Bill, 2012'","b'R.N. Githae, Minister for Finance'",b'19/12/2012',b'02/01/2013',b'202',b'27/12/2012',b'27/12/2012',b'-',b'-'
b'91',"b'The Retirement Benefits (Deputy President and Designated State Officers) Bill, 2012'","b'R.N. Githae, Minister for Finance'",b'19/12/2012',b'02/01/2013',b'203',b'27/12/2012',b'-',b'-',b'-'
b'92',"b'The Public Finance Management (Amendment) Bill, 2012'","b'Ephraim Maina, Member of Parliament'",b'26/09/2012',b'10/10/2012',b'204',b'-',b'-',b'-',b'-'
b'93',"b'The Elections (Amendment)(No 4) Bill, 2012'","b'Njoroge Baiya, Member of Parliament'",b'13/12/2012',b'27/12/2012',b'205',b'-',b'-',b'-',b'-'
b'94',"b'The Division of Revenue Bill, 2012'","b'Robinson Njeru Githae, Minister for Finance'",b'31/12/2012',b'14/01/2013',b'206',b'-',b'-',b'-',b'-'
b'95',"b'The County Allocation of Revenue Bill, 2012'","b'Robinson Njeru Githae, Minister for Finance'",b'31/12/2012',b'14/01/2013',b'207',b'-',b'-',b'-',b'-'
b'96',"b'The Transition County Allocation of Revenue Bill, 2012'","b'Robinson Njeru Githae, Minister for Finance'",b'31/12/2012',b'14/01/2013',b'208',b'-',b'-',b'-',b'-'
b'97',"b'The Transition County Appropriation Bill, 2012'","b'Robinson Njeru Githae, Minister for Finance'",b'31/12/2012',b'14/01/2013',b'209',b'-',b'-',b'-',b'-'
